"","rate","views","length","ratings"
"1126",3.33,597,81,3
"1127",5,378,429,2
"1128",5,396,290,2
"1129",5,668,84,2
"1130",5,301,176,2
"1131",4.67,626,124,3
"1132",4.83,38952,543,125
"1133",4.67,1577,64,3
"1134",5,2362,534,8
"1135",4.15,2506,189,13
"1136",4.95,2633,657,38
"1137",5,357,76,3
"1138",4.67,765,39,12
"1139",4.87,1118,393,30
"1140",5,304,188,3
"1142",4.83,1260,49,6
"1143",0,84,40,0
"1144",5,147,76,3
"1145",0,123,136,0
"1146",0,52,39,0
"1147",0,66,40,0
"1148",3,57,28,2
"1149",5,50,68,1
"1150",5,1004,277,6
"1151",1,157,272,1
"1152",3.75,261,287,4
"1153",0,17,287,0
"1154",0,16,287,0
"1155",5,574,276,5
"1156",0,54,287,0
"1157",5,490,278,3
"1158",5,279,287,2
"1159",4.84,19107,287,122
"1160",4.9,5918,224,81
"1161",5,722,284,5
"1162",4.89,3780,198,38
"1163",5,5129,16,9
"1164",4.56,27825,12,9
"1165",4.2,294,17,5
"1166",4.58,15825,156,12
"1167",0,271,97,0
"1168",4.6,7764,88,10
"1169",4.8,5512,83,5
"1170",4.33,4066,228,12
"1171",5,8190,37,5
"1172",5,891,252,1
"1173",0,66,93,0
"1174",4.33,2481,16,6
"1175",4.89,9453,92,36
"1176",2.57,5282,258,7
"1177",4.85,7453,504,39
"1178",4.33,524,251,6
"1179",0,554,551,0
"1180",4.88,6373,252,17
"1181",5,11835,149,14
"1182",5,77,577,1
"1183",5,567,575,3
"1184",3.93,1372,261,15
"1185",4.5,2059,586,30
"1186",4.33,972,524,6
"1187",4.56,598,157,18
"1188",5,45,600,1
"1189",4,809,409,2
"1190",3.5,189,345,6
"1191",0,216,48,0
"1192",5,8840,146,13
"1193",5,1280,77,3
"1194",5,1940,231,1
"1195",0,166,150,0
"1196",4.33,1644,307,6
"1197",5,2861,112,3
"1198",5,2982,332,3
"1199",5,5499,28,8
"1200",4.8,3152,20,10
"1201",5,1519,149,1
"1202",2.33,333,155,3
"1203",4.11,1475,238,9
"1204",5,353,148,1
"1205",4.73,3290,149,11
"1206",4.64,1219,228,11
"1207",5,1806,17,6
"1208",3,604,20,2
"1209",5,304,149,2
"1210",5,2043,16,7
"1211",0,759,17,0
"1212",0,282,8,0
"1213",4,800,10,2
"1214",0,143,17,0
"1215",0,350,9,0
"1216",1.5,267,34,2
"1217",5,960,221,1
"1218",0,29,15,0
"1219",0,18,19,0
"1220",0,46,9,0
"1221",4.94,7537,9,16
"1222",4.75,24117,228,51
"1223",5,562,252,1
"1224",4.2,1576,600,5
"1225",5,530,228,2
"1226",5,205,245,1
"1227",5,245,228,2
"1228",0,160,245,0
"1229",4,178,137,5
"1230",4.89,308,125,9
"1231",3.86,1902,47,7
"1232",5,2253,259,18
"1233",4.44,859,211,9
"1234",0,117,8,0
"1235",4.8,2016,199,40
"1236",5,3647,204,15
"1237",4.33,4433,191,12
"1238",5,2349,118,4
"1239",4.55,1378,228,11
"1241",4.68,5993,196,28
"1242",4.44,3217,265,18
"1243",0,242,27,0
"1244",0,490,61,0
"1245",4.92,2061,388,13
"1246",4.57,2690,199,7
"1247",0,313,84,0
"1248",3.62,6074,444,16
"1249",2.96,3777,276,24
"1250",1,292,45,1
"1251",2.34,3836,161,65
"1252",4.42,2968,136,12
"1253",3.67,586,34,3
"1254",4.05,43819,600,185
"1255",2,201,35,1
"1256",4.37,7664,514,19
"1257",4.5,3996,116,10
"1258",0,93,81,0
"1259",0,290,65,0
"1260",4.67,2724,174,6
"1261",0,93,24,0
"1262",0,193,55,0
"1263",4.12,4641,186,25
"1264",5,593,67,3
"1265",5,392,35,3
"1266",0,231,36,0
"1267",0,1728,86,0
"1268",0,1535,23,0
"1269",0,2814,446,0
"1270",0,3444,308,0
"1271",0,1627,88,0
"1272",0,2582,258,0
"1273",0,3608,29,0
"1274",0,548,43,0
"1275",0,1063,39,0
"1276",0,2620,30,0
"1277",0,2357,22,0
"1278",0,935,30,0
"1279",0,3365,29,0
"1280",0,1200,29,0
"1281",0,927,23,0
"1282",0,949,48,0
"1283",3,469,227,2
"1284",4.56,1587,93,9
"1285",4.91,11612,191,74
"1286",3.44,14493,106,36
"1287",3.68,6219,43,19
"1288",4.09,2513,85,22
"1289",3.5,340,34,2
"1290",3.25,1900,96,8
"1291",3.67,3399,257,3
"1292",0,183,100,0
"1293",2.8,20341,82,147
"1294",4.74,858,504,53
"1295",4.7,596,174,27
"1296",4.5,2653,189,16
"1297",0,12,136,0
"1298",3.85,1350,373,13
"1299",4.86,169,53,14
"1300",5,535,413,4
"1301",4,93,480,4
"1302",5,644,510,1
"1303",4,256,159,5
"1304",5,430,525,4
"1305",5,147,74,9
"1306",3.83,260,41,6
"1307",4.84,156,275,19
"1308",5,484,383,1
"1309",4.5,426,314,12
"1310",3,1790,380,7
"1311",4.55,3102,205,11
"1312",3.67,964,269,3
"1313",0,67,122,0
"1314",4.5,276,303,2
"1315",5,559,318,6
"1316",4.61,1189,473,18
"1317",4.82,1201,139,22
"1318",4.33,626,136,18
"1319",4.7,5166,149,54
"1320",3.67,4342,60,15
"1321",5,1183,55,29
"1322",5,387,20,13
"1323",4.8,441,112,15
"1324",4.88,322,18,8
"1325",4.93,1490,397,14
"1326",3.57,10759,194,44
"1327",4.76,611,209,17
"1328",4.71,1000,310,28
"1329",4.1,2575,43,62
"1330",5,101,40,3
"1331",4.85,2908,246,20
"1332",4.48,10939,226,69
"1333",5,273,360,1
"1334",4,181,67,4
"1335",4.85,245,111,13
"1336",5,74,97,1
"1337",5,86,22,1
"1338",0,125,51,0
"1339",0,7,33,0
"1340",4.81,17956,78,21
"1341",4.5,2305,476,8
"1342",3.78,3763,243,9
"1343",4.5,304,122,8
"1344",2.58,771,74,12
"1345",3,794,43,2
"1346",2,97,180,1
"1347",4.38,2632,45,8
"1348",5,136,244,2
"1349",2.33,268,111,3
"1350",4.23,4431,182,13
"1351",5,1793,185,3
"1352",4.88,9448,225,77
"1353",4.8,10585,154,35
"1354",4.88,13519,213,217
"1355",4.6,11776,50,81
"1356",4.12,1681,139,8
"1357",4.67,28235,192,94
"1358",4.67,9228,143,15
"1359",5,304,235,1
"1360",4.07,2038,377,14
"1361",3.8,510,141,5
"1362",4.65,7033,249,23
"1363",4.79,39751,243,157
"1364",4.88,497,387,8
"1365",4.62,5614,169,53
"1366",4,246,300,2
"1367",5,2133,205,4
"1368",4.17,667,238,12
"1369",4.31,5920,232,16
"1370",4.82,7304,163,22
"1371",5,496,596,11
"1372",5,1148,228,3
"1373",4.6,3570,212,55
"1374",5,2867,180,12
"1375",4.8,2003,320,5
"1376",4.85,13569,384,65
"1377",3.5,447,323,4
"1378",4.33,1189,228,6
"1379",4.88,2100,598,100
"1380",4.25,15620,145,53
"1381",4.82,8637,558,110
"1382",3.57,12255,373,21
"1383",0,11,18,0
"1384",0,38710,47,0
"1385",5,466,184,1
"1386",4.45,11798,128,11
"1387",3.29,1706,148,7
"1388",5,204,289,6
"1389",4.35,36602,47,34
"1390",4.09,13872,47,23
"1391",2.75,7686,63,4
"1392",4.93,3946,256,14
"1393",0,131,65,0
"1394",5,4139,173,6
"1395",0,128,87,0
"1396",5,1988,267,2
"1397",3.17,715,167,6
"1398",5,9034,344,12
"1399",0,1417,25,0
"1400",5,1614,107,5
"1401",0,441,201,0
"1402",0,1316,244,0
"1403",0,276,226,0
"1404",3.38,8256,355,8
"1405",2.78,46500,88,18
"1406",4.79,16393,172,39
"1407",4.45,12756,166,64
"1408",4,1726,206,4
"1409",4.79,4883,174,24
"1410",4.92,3028,99,12
"1411",4.56,6098,115,9
"1412",5,4594,102,13
"1413",3.19,7695,223,48
"1414",5,1030,87,3
"1415",3.5,386,228,4
"1416",3.4,325,225,5
"1417",5,157,234,3
"1418",5,219,237,3
"1419",0,47,205,0
"1420",5,753,7,7
"1421",4.6,2305,40,10
"1422",4.8,1341,602,25
"1423",2.66,8491,204,41
"1424",5,261,365,1
"1426",4.83,2388,234,23
"1427",4.75,16166,230,87
"1428",5,603,191,10
"1429",4.33,202,135,6
"1430",5,619,195,8
"1431",4.2,74,141,5
"1432",5,91,47,1
"1433",5,426,206,4
"1434",5,2242,196,31
"1435",4.95,2507,228,20
"1436",4.73,926,208,15
"1437",4.73,1941,287,15
"1438",4.81,12792,170,96
"1439",4.64,4167,167,39
"1440",0,126,290,0
"1441",5,46,236,2
"1442",4.83,3669,214,6
"1443",5,131,230,2
"1444",0,45,167,0
"1445",4.74,2709,167,23
"1446",3.67,3481,272,24
"1447",4.59,15304,68,79
"1448",2.5,1643,657,16
"1449",4,1348,145,9
"1450",5,77,591,6
"1451",4.91,719,201,11
"1452",4.64,1466,259,11
"1453",4.73,7188,604,142
"1454",5,1786,197,23
"1455",4.86,584,130,14
"1456",5,65,252,1
"1457",5,51,238,2
"1458",4.95,2131,234,20
"1459",4.92,12710,196,101
"1460",4.91,12704,245,352
"1461",4.8,52891,645,123
"1462",5,409,35,2
"1463",4.64,889,449,22
"1464",4.67,359,593,15
"1465",5,127,568,2
"1466",5,100,20,3
"1467",4.67,1088,500,21
"1468",5,174,606,3
"1469",5,550,527,6
"1470",5,189,214,1
"1471",5,228,268,3
"1472",4.83,205,92,6
"1473",0,37,182,0
"1474",5,112,449,1
"1475",5,521,575,38
"1476",4.67,669,279,9
"1477",4.6,439,621,15
"1478",0,26,604,0
"1479",0,1617,259,0
"1480",4,794,556,2
"1481",5,257,599,8
"1482",4.5,394,171,4
"1483",0,90,246,0
"1484",5,740,329,5
"1485",4.62,526,525,16
"1486",4.75,466,420,16
"1487",4.5,276,352,8
"1488",5,386,360,6
"1489",5,1203,415,10
"1490",4.71,996,12,14
"1491",4.2,171,28,5
"1492",4.2,813,481,5
"1493",5,170,35,5
"1494",4.2,296,480,5
"1495",4.47,2069,598,15
"1496",5,141,30,1
"1497",4.67,213,546,3
"1498",5,120,450,2
"1499",0,183,584,0
"1500",5,182,67,3
"1501",5,317,389,2
"1502",4.76,4179,255,46
"1503",4.92,9830,544,143
"1504",4.71,473,147,14
"1505",4.2,240,583,5
"1506",3,126,39,2
"1507",5,170,601,7
"1508",5,277,547,4
"1509",5,868,381,10
"1510",4.33,482,34,3
"1511",4,648,122,4
"1512",5,125,324,3
"1513",0,1148,230,0
"1514",4.8,827,532,10
"1515",4.79,8047,263,78
"1516",5,171,587,8
"1517",5,62,196,1
"1518",5,99,429,5
"1519",0,48,278,0
"1520",5,133,455,1
"1521",2.33,201,43,3
"1522",4.2,144,463,5
"1523",5,132,593,2
"1524",0,15,18,0
"1525",0,39,198,0
"1526",5,158,236,2
"1527",4,288,128,4
"1528",3.5,89,20,2
"1529",5,82,603,1
"1530",5,358,605,2
"1531",5,166,371,2
"1532",3.29,194,376,7
"1533",3.5,101,567,2
"1534",5,100,373,2
"1535",4.75,868,115,8
"1536",5,312,163,4
"1537",5,323,246,6
"1538",5,89,456,4
"1539",5,272,390,8
"1540",5,135,273,3
"1541",4.83,254,296,6
"1542",3.67,128,50,3
"1543",5,103,46,1
"1544",5,202,521,4
"1545",5,23,75,1
"1546",4.68,2598,369,47
"1547",4.36,2294,344,25
"1548",5,100,345,3
"1549",4.94,2450,469,66
"1550",4.95,1863,552,42
"1551",4.93,1448,583,30
"1552",5,46,88,1
"1553",1.8,103,82,5
"1554",4.94,394,604,16
"1555",5,45,460,1
"1556",5,1271,582,64
"1557",2.5,5099,209,8
"1558",0,15,590,0
"1559",0,37,570,0
"1560",5,45,118,1
"1561",0,4,118,0
"1562",5,83,118,4
"1563",5,48,118,1
"1564",0,12,118,0
"1565",0,14,118,0
"1566",0,22,118,0
"1567",0,10,118,0
"1568",3.67,38,118,3
"1569",5,47,118,1
"1570",0,26,118,0
"1571",0,7,118,0
"1572",0,11,118,0
"1573",0,13,118,0
"1574",1,39,118,1
"1575",1,44,118,1
"1576",4.23,5094,214,13
"1577",0,285,225,0
"1578",5,659,193,1
"1579",4.5,3530,337,4
"1580",0,364,57,0
"1581",4.17,5149,92,6
"1582",4.5,427,345,2
"1583",0,103,34,0
"1584",5,247,172,1
"1585",4.64,5522,348,14
"1586",5,625,200,2
"1587",0,273,32,0
"1588",1,750,59,2
"1589",3,196,21,1
"1590",0,86,64,0
"1591",0,219,180,0
"1592",0,575,211,0
"1593",4.75,1446,224,4
"1594",4,213,396,1
"1595",0,99,218,0
"1596",3.86,366,245,7
"1597",4.5,343,225,8
"1598",4,115,17,4
"1599",2.5,754,142,2
"1600",5,2416,49,1
"1601",5,3104,290,6
"1602",5,183,7,2
"1603",4.6,346,81,10
"1604",4.64,14713,114,22
"1605",3.14,456,52,14
"1606",4,715,103,16
"1607",3,140,9,4
"1608",4.8,351,108,20
"1609",3,28532,82,29
"1610",3.83,11290,125,12
"1611",2,1061,4,1
"1612",4.23,6977,105,13
"1613",4.29,7047,15,7
"1614",5,3159,89,4
"1615",3,6306,11,3
"1616",5,211,641,2
"1617",3.97,25157,161,32
"1618",5,3703,99,6
"1619",5,473,55,2
"1620",0,518,124,0
"1621",0,163,30,0
"1622",5,11718,4,2
"1623",5,1710,50,3
"1624",0,354,16,0
"1625",1,1728,3,1
"1626",3.4,543,298,5
"1627",4.09,6601,50,23
"1628",0,20,298,0
"1629",0,345,451,0
"1630",0,23,9,0
"1631",1,361,222,1
"1632",0,21,1,0
"1633",4.73,17119,28,45
"1634",4.8,3512,256,10
"1635",4.47,7038,188,19
"1636",4.19,31978,298,63
"1637",0,147,303,0
"1638",4.76,17183,311,38
"1639",5,559,303,2
"1640",5,2498,306,4
"1641",4.5,1190,215,2
"1642",0,36,252,0
"1643",1,334,208,1
"1644",5,668,226,1
"1645",0,583,215,0
"1646",3.86,28439,296,7
"1647",5,2784,212,6
"1648",0,14,298,0
"1649",5,378,212,1
"1650",4.67,1287,298,9
"1651",5,2023,259,8
"1652",0,188,212,0
"1653",3,441,305,2
"1654",0,144,214,0
"1655",5,672,139,5
"1656",4.2,309,298,5
"1657",3,99,212,2
"1658",0,14,298,0
"1659",5,37,298,1
"1660",0,159,257,0
"1661",0,12,298,0
"1662",3,755,298,2
"1663",0,78,187,0
"1664",3,696,180,2
"1665",5,155,39,1
"1666",4.3,10855,222,30
"1667",3,192,298,2
"1668",5,2362,216,6
"1669",5,611,116,2
"1670",5,26,99,1
"1671",2.71,511,197,7
"1672",3,34,298,2
"1673",0,138,298,0
"1674",0,25,298,0
"1675",0,68,298,0
"1676",5,179,298,1
"1677",5,371,298,2
"1678",0,52,298,0
"1679",4.53,4116,248,32
"1680",4.62,2219,326,13
"1681",4.5,123,361,2
"1682",4.5,1248,203,2
"1683",5,629,245,10
"1684",0,155,225,0
"1685",0,78,64,0
"1686",5,89,185,2
"1687",5,273,206,1
"1688",5,250,166,1
"1689",5,130,228,1
"1690",5,916,486,5
"1691",5,68,213,5
"1692",5,4564,187,24
"1693",4.16,2327,180,19
"1694",4.83,320,437,6
"1695",5,4599,191,32
"1696",4,2777,80,4
"1697",5,35,253,1
"1698",0,165,251,0
"1699",5,3360,192,3
"1700",0,34,250,0
"1701",5,306,314,2
"1702",5,2041,225,3
"1703",4.79,9391,280,19
"1704",4.96,6452,218,23
"1705",3.67,186,244,3
"1706",3.5,2027,264,10
"1707",5,500,338,4
"1708",4.67,16547,222,27
"1709",3,1444,176,2
"1710",4,443,187,4
"1711",5,323,242,1
"1712",4.78,7335,138,9
"1713",3.45,43864,141,109
"1714",4.14,3522,270,7
"1715",5,903,91,8
"1716",3.68,3513,270,19
"1717",4,565,227,4
"1718",5,386,205,1
"1719",4.25,4554,65,8
"1720",4.1,19165,201,109
"1721",3.86,2808,204,21
"1722",4,1830,221,3
"1723",5,603,139,4
"1724",5,97,46,1
"1725",0,638,148,0
"1726",5,1156,301,3
"1727",5,138,278,1
"1728",0,32,261,0
"1729",0,57,237,0
"1730",4.86,8771,92,7
"1731",2.33,1291,31,3
"1732",0,224,109,0
"1733",4.75,1179,274,4
"1734",0,113,174,0
"1735",4.74,3385,181,19
"1736",5,1429,165,5
"1737",5,1101,250,2
"1738",4.85,12842,194,53
"1739",4.64,4640,207,11
"1740",5,577,254,1
"1741",5,102,251,1
"1742",5,13,249,1
"1743",3.4,7422,208,5
"1744",4.69,40374,204,144
"1745",5,998,280,5
"1746",3.77,16425,33,13
"1747",4.73,53877,239,110
"1748",4.28,65225,328,168
"1749",5,237,171,1
"1750",3.33,6999,325,6
"1751",5,1157,174,4
"1752",5,224,159,2
"1753",5,3379,362,9
"1754",4.64,7953,224,22
"1755",4.83,70540,203,93
"1756",4.54,42406,247,72
"1757",4.8,1490,187,5
"1758",2.33,923,259,3
"1759",4.64,13083,336,25
"1760",4.72,14123,305,18
"1761",3,1011,277,2
"1762",0,61,228,0
"1763",3.7,1743,131,10
"1764",4.8,3399,261,44
"1765",4.8,19956,193,46
"1766",4.69,2945,108,122
"1767",4.76,1762,453,45
"1768",4.58,685,128,26
"1769",4.93,137,160,14
"1770",5,77,83,3
"1771",5,306,303,10
"1772",4.85,4911,133,33
"1773",4.57,944,75,51
"1774",4.9,1065,329,63
"1775",5,73,263,5
"1776",4.82,637,25,34
"1777",4.85,9288,271,92
"1778",3.28,61529,652,18
"1779",5,79,367,9
"1780",4.47,7234,153,70
"1781",4.71,9191,128,7
"1782",5,456,590,49
"1783",5,90,109,1
"1784",4.86,50,37,7
"1785",5,330,311,28
"1786",4.67,456,16,12
"1787",3.74,1228,201,19
"1788",4.93,126,161,14
"1789",4.38,272,114,13
"1790",4.37,6588,132,100
"1791",4.41,470,187,17
"1792",4.9,172,277,20
"1793",4.5,28,72,2
"1794",4.72,423,201,57
"1795",0,69,74,0
"1796",4.9,110,95,10
"1797",4.67,121,23,3
"1798",4.91,130,145,11
"1799",4,128,458,4
"1800",4.73,174,118,11
"1801",5,88,538,7
"1802",4.8,106,191,15
"1803",4.98,709,614,50
"1804",0,19,83,0
"1805",4.95,432,144,37
"1806",4.9,506,190,30
"1807",4.88,163,95,16
"1808",4.95,1048,182,155
"1809",4.5,2303,96,8
"1810",4.68,893,607,109
"1811",4.91,1518,195,103
"1812",4.94,542,288,80
"1813",4.99,1332,112,162
"1814",4.95,274,102,43
"1815",5,156,144,1
"1816",3.6,93,348,5
"1817",5,86,226,4
"1818",4.27,1462,492,26
"1819",5,37,455,1
"1820",3,129,237,4
"1821",4.78,276,261,36
"1822",0,526,14,0
"1823",5,4286,8,1
"1824",5,345,111,1
"1825",0,491,28,0
"1826",5,438,267,4
"1827",0,26,220,0
"1828",4,193,32,1
"1829",4.64,44722,203,56
"1830",5,4875,244,1
"1831",3.67,19563,11,3
"1832",5,82,174,1
"1833",3.56,9797,47,9
"1834",2.9,6844,7,10
"1835",0,367,312,0
"1836",3.5,534,126,2
"1837",1,77,203,1
"1838",5,9621,69,2
"1839",0,114,46,0
"1840",4.89,1238,64,36
"1841",4.75,1352,97,4
"1842",4.85,1355,247,26
"1843",3.19,10886,478,16
"1844",4.1,9564,91,31
"1845",2.67,858,320,3
"1846",0,153,218,0
"1847",0,426,120,0
"1848",0,678,58,0
"1849",5,1275,346,4
"1850",3.12,19148,195,41
"1851",4.64,561,71,11
"1852",3,2068,54,5
"1853",0,52,17,0
"1854",4.5,853,13,2
"1855",5,32,82,2
"1856",4.81,49992,426,339
"1857",0,32,313,0
"1858",5,183,90,1
"1859",5,65,48,1
"1860",4.5,2148,115,4
"1861",3,32673,15,2
"1862",5,6157,227,6
"1863",4.43,2495,819,7
"1864",4.67,1547,310,3
"1865",5,421,6,2
"1866",2.33,638,8,3
"1867",3,145,11,2
"1868",0,1487,13,0
"1869",2.4,15138,34,10
"1870",5,1662,140,1
"1871",4.33,863,109,6
"1872",4.89,216992,310,359
"1873",4.76,120244,211,95
"1874",4.91,78650,266,153
"1875",4.83,96122,312,221
"1876",4.83,37687,298,35
"1877",4.77,72347,162,35
"1878",4.86,70825,209,150
"1879",4.73,81180,151,104
"1880",4.89,108191,205,205
"1881",4.91,61183,283,95
"1882",4.59,76687,329,90
"1883",4.81,81681,316,103
"1884",4.81,147470,335,248
"1885",4.89,20676,546,37
"1886",4.93,51922,254,95
"1887",4.81,37379,246,57
"1888",3.91,45534,300,23
"1889",4,4767,191,1
"1890",4.74,8783,212,23
"1891",4.81,24876,58,16
"1892",5,773,470,4
"1893",3,1737,559,1
"1894",5,6005,30,7
"1895",0,608,75,0
"1896",5,21010,40,4
"1897",5,779,597,1
"1898",4,421,397,1
"1899",4.25,1106,164,8
"1900",5,384,368,1
"1901",4.8,41758,496,30
"1902",5,461,63,1
"1903",0,78,25,0
"1904",5,9095,21,4
"1905",5,343,297,2
"1906",5,1001,42,1
"1907",4.17,1664,497,6
"1908",0,239,21,0
"1909",0,89,46,0
"1910",0,2087,20,0
"1911",4.68,9147,408,25
"1912",0,19,136,0
"1913",5,2046,191,18
"1914",5,4232,202,2
"1915",4.92,20612,184,12
"1916",0,177,21,0
"1917",5,10131,505,22
"1918",4.75,3829,488,20
"1919",5,1672,390,6
"1920",4.6,1505,73,15
"1921",4.67,116,209,6
"1922",5,84,134,2
"1923",4,74,65,4
"1924",0,541,91,0
"1925",4.2,237,42,10
"1926",0,86,63,0
"1927",0,29,99,0
"1928",4.56,3749,276,9
"1929",4.92,4045,37,12
"1930",5,2448,160,12
"1931",3.75,1277,147,4
"1932",5,1080,184,3
"1933",3.67,1362,27,3
"1934",3.77,3517,270,22
"1935",4.5,2347,9,2
"1936",4.27,7662,284,15
"1937",4.82,1967,229,11
"1938",4.33,1063,82,3
"1939",1.88,98989,296,301
"1940",4.94,15163,306,54
"1941",4.9,19974,126,72
"1942",3.67,576,20,3
"1943",0,739,14,0
"1944",3.7,19416,288,56
"1945",3.45,7899,85,22
"1946",4.85,154681,128,285
"1947",2.17,1493,57,6
"1948",4.86,39293,133,104
"1949",2,5109,141,18
"1950",4.12,9275,60,8
"1951",3.94,2175,444,18
"1952",4.7,11718,122,20
"1953",4.89,19965,349,63
"1954",4.4,1599,48,5
"1955",3,1247,63,2
"1956",0,1303,284,0
"1957",4.7,27190,339,23
"1958",3.5,5529,327,4
"1959",5,3353,47,2
"1960",2.75,2973,24,4
"1961",5,5650,235,15
"1962",0,1831,100,0
"1963",0,820,191,0
"1964",0,1066,54,0
"1965",4.67,4414,221,3
"1966",0,5661,202,0
"1967",0,5586,167,0
"1968",2.33,791,156,3
"1969",4.17,7697,362,6
"1970",5,2609,364,1
"1971",4,1007,17,1
"1972",3.67,2180,285,3
"1973",0,1112,172,0
"1974",4.83,7256,138,6
"1975",0,841,175,0
"1976",5,1269,25,1
"1977",5,5182,327,2
"1978",2.33,1211,26,3
"1979",5,1277,359,3
"1980",4,953,228,5
"1981",4.5,328,55,2
"1982",0,101,39,0
"1983",5,1313,239,5
"1984",5,3402,153,5
"1985",5,177,3,1
"1986",0,257,145,0
"1987",3.5,502,299,2
"1988",3,833,25,2
"1989",5,476,72,1
"1990",0,106,128,0
"1991",4.67,1520,290,3
"1992",5,158,44,1
"1993",0,126,3,0
"1994",4.5,413,33,2
"1995",3.75,519,17,4
"1996",5,407,41,2
"1997",1,202,10,2
"1998",4.5,943,62,4
"1999",4.47,4639,102,17
"2000",4.83,1478,35,6
"2001",0,110,16,0
"2002",0,725,30,0
"2003",0,650,40,0
"2004",3.67,4463,8,3
"2005",0,93,22,0
"2006",0,284,60,0
"2007",0,174,26,0
"2008",0,431,51,0
"2009",0,447,12,0
"2010",5,1939,63,1
"2011",5,1090,57,1
"2012",5,857,42,4
"2013",0,202,14,0
"2014",2.75,867,19,4
"2015",1,476,210,1
"2016",0,41,51,0
"2017",5,1029,153,8
"2018",5,972,29,1
"2019",4.8,1008,31,5
"2020",0,282,76,0
"2021",0,806,59,0
"2022",4,1561,41,1
"2023",0,85,15,0
"2024",0,350,31,0
"2025",0,1071,14,0
"2026",5,690,193,4
"2027",5,378,238,1
"2028",4.2,7382,89,5
"2029",5,341,149,3
"2030",0,621,357,0
"2031",5,154,528,1
"2032",5,6136,40,3
"2033",5,213,312,3
"2034",5,4963,111,3
"2035",0,96,91,0
"2036",0,181,402,0
"2037",4.18,3512,484,11
"2038",1.8,2580,159,5
"2039",5,399,464,4
"2040",5,1389,423,3
"2041",0,582,437,0
"2042",5,7279,63,1
"2043",5,1762,144,4
"2044",3,2542,212,3
"2045",0,715,88,0
"2046",1,1231,3,3
"2047",4,736,27,1
"2048",5,581,219,1
"2049",0,165,251,0
"2050",3,311,110,2
"2051",5,6734,302,14
"2052",2.8,17424,215,5
"2053",0,512,78,0
"2054",0,328,34,0
"2055",5,7210,598,1
"2056",4.5,8410,197,8
"2057",5,153,51,1
"2058",0,50,47,0
"2059",0,217,34,0
"2060",0,31,16,0
"2061",0,105,18,0
"2062",4,646,511,2
"2063",0,52,9,0
"2064",0,221,54,0
"2065",0,376,93,0
"2066",0,280,122,0
"2067",0,97,101,0
"2068",5,1873,39,3
"2069",5,240,43,1
"2070",0,38,19,0
"2071",0,156,148,0
"2072",5,204,201,2
"2073",5,197,595,2
"2074",5,190,280,2
"2075",5,165,51,2
"2076",5,193,145,1
"2077",5,281,590,1
"2078",5,412,609,3
"2079",5,224,567,2
"2080",5,177,199,1
"2081",5,225,550,5
"2082",5,104,122,1
"2083",5,201,601,5
"2084",5,159,208,1
"2085",5,187,211,5
"2086",5,179,584,3
"2087",5,198,495,2
"2088",5,274,608,3
"2089",4.5,3489,48,8
"2090",3.5,1612,61,2
"2091",3.12,10042,132,8
"2092",3,2621,51,2
"2093",4.25,2931,128,4
"2094",0,1285,71,0
"2095",5,3908,45,2
"2096",4.5,1714,76,2
"2097",5,696,30,3
"2098",0,770,241,0
"2099",4.5,8229,637,12
"2100",5,5605,552,8
"2101",5,1456,42,1
"2102",3.29,6533,73,7
"2103",4,1168,50,1
"2104",3,148,99,2
"2105",2,4354,35,4
"2106",5,1930,37,1
"2107",5,392,287,3
"2108",3.55,897,493,11
"2109",5,1271,58,1
"2110",4.35,27785,555,23
"2111",0,245,80,0
"2112",5,389,124,1
"2113",4.5,196,61,2
"2114",5,225,32,1
"2115",4.63,9562,343,49
"2116",0,367,229,0
"2117",4.57,11877,574,56
"2118",5,1823,81,2
"2119",0,89,15,0
"2120",4.67,541,323,3
"2121",0,325,121,0
"2122",0,434,37,0
"2123",5,248,138,1
"2124",0,682,5,0
"2125",3,1308,578,2
"2126",3,3144,92,2
"2127",5,979,27,1
"2128",5,782,321,3
"2129",4.67,2344,102,3
"2130",0,167,39,0
"2131",0,287,117,0
"2132",0,270,34,0
"2133",0,840,80,0
"2134",0,699,15,0
"2135",0,496,37,0
"2136",0,235,359,0
"2137",0,130,31,0
"2138",0,445,444,0
"2139",0,45,115,0
"2140",5,3463,100,2
"2141",0,72,78,0
"2142",4.17,2583,264,6
"2143",0,104,73,0
"2144",4.86,3801,280,7
"2145",4.33,7488,211,9
"2146",5,83,122,1
"2147",4.6,6643,4,5
"2148",5,189,136,2
"2149",5,169,66,1
"2150",5,128,16,1
"2151",0,612,19,0
"2152",0,196,68,0
"2153",1,230,79,1
"2154",5,451,88,2
"2155",5,267,539,1
"2156",4.5,997,145,6
"2157",4.36,12274,40,11
"2158",0,131,9,0
"2159",0,79,20,0
"2160",0,107,11,0
"2161",4,167,90,1
"2162",4,281,198,1
"2163",0,98,136,0
"2164",3.5,3433,6,6
"2165",3,5165,36,2
"2166",0,88,18,0
"2167",0,100,20,0
"2168",4,663,19,1
"2169",0,450,19,0
"2170",0,56,20,0
"2171",0,69,12,0
"2172",0,67,84,0
"2173",0,29,9,0
"2174",0,42,50,0
"2175",0,911,462,0
"2176",5,66,48,1
"2177",5,574,20,2
"2178",0,113,16,0
"2179",0,56,8,0
"2180",5,643,29,1
"2181",5,470,34,1
"2182",4.95,1062,57,20
