"","rate","views","length","ratings"
"7800",0,"150","33",0
"7801",4,"2719","7",5
"7802",2,"2169","142",2
"7803",4.61,"10615","67",23
"7804",4.75,"3025","10",4
"7805",0,"352","40",0
"7806",5,"2615","11",2
"7807",4.69,"1733","169",13
"7808",5,"134","461",1
"7811",0,"140","218",0
"7820",0,"392","13",0
"7821",5,"20","161",1
"7822",1.67,"133","92",3
"7825",4.67,"294","356",6
"7830",2.33,"484","58",3
"7831",4.93,"8796","116",14
"7832",4.64,"6761","246",14
"7851",4.25,"9093","119",8
"7854",4.64,"10547","188",14
"7855",3.67,"6483","80",9
"7856",5,"18874","268",11
"7857",4.92,"37042","31",36
"7858",5,"871","245",2
"7859",0,"309","55",0
"7860",4.59,"11072","250",29
"7861",4.85,"4424","295",20
"7864",5,"1707","244",6
"7867",4.58,"1410","252",19
"7870",4.2,"1872","211",5
"7871",0,"358","72",0
"7872",4,"290","46",8
"7873",5,"1703","290",4
"7874",5,"353","276",1
"7877",4.97,"10832","145",30
"7880",3,"783","115",6
"7881",4.86,"10146","141",42
"7882",5,"9088","170",8
"7883",4.4,"3208","212",10
"7884",5,"1798","135",6
"7887",5,"1109","218",1
"7892",5,"1045","113",2
"7893",4.83,"16740","286",12
"7894",4.33,"4379","213",12
"7895",2.08,"1886","210",13
"7896",5,"1754","60",2
"7897",4.83,"7802","48",12
"7898",4.17,"888","88",6
"7899",4.64,"4076","529",11
"7900",5,"838","223",2
"7901",0,"99","71",0
"7902",5,"1072","160",3
"7903",1.33,"214","255",3
"7904",5,"405","485",2
"7905",1,"184","175",1
"7906",2.64,"2667","219",22
"7907",4.75,"867","31",4
"7908",4.06,"4039","198",17
"7909",1,"423","489",2
"7914",3.29,"5774","117",17
"7915",4.59,"7514","416",64
"7916",4.2,"5389","211",10
"7919",2.86,"7466","124",21
"7920",4.14,"1021","79",22
"7923",3.31,"5470","279",13
"7924",0,"787","389",0
"7927",4.6,"1289","206",10
"7930",3.5,"4806","272",10
"7931",2.45,"1548","113",11
"7932",4.38,"1552","365",13
"7935",5,"3200","583",6
"7940",2.89,"457","349",9
"7941",3.6,"883","164",5
"7942",4.91,"9854","250",77
"7943",3.67,"467","277",3
"7946",4.43,"1556","89",14
"7949",0,"338","106",0
"7950",1,"201","351",1
"7951",4,"188","38",2
"7952",0,"249","29",0
"7955",2.5,"525","147",4
"7956",2.62,"797","59",8
"7957",5,"456","216",2
"7958",4.27,"5788","288",22
"7959",4.84,"19580","260",79
"7960",4.83,"2221","224",12
"7961",4.55,"7212","246",20
"7964",4.93,"1813","498",14
"7965",3,"242","228",1
"7966",4.77,"25565","342",86
"7967",5,"889","450",2
"7968",4.67,"613","328",3
"7969",5,"4727","381",18
"7970",4.28,"3738","559",18
"7971",4.81,"4346","564",21
"7972",4,"533","381",1
"7977",4.78,"10307","103",23
"7980",5,"1500","182",5
"7983",5,"530","548",2
"7984",4.39,"3803","328",23
"7985",4.55,"1849","259",11
"7986",3.64,"1514","66",11
"7987",5,"1334","143",5
"7990",4.75,"205","78",4
"7995",1,"103","471",1
"7996",5,"1481","167",11
"7997",3,"749","74",2
"7998",4.17,"533","405",6
"7999",1.62,"174","33",8
"8000",4.31,"13515","530",32
"8001",3.67,"564","360",3
"8002",2.25,"201","150",4
"8003",4.17,"446","235",6
"8004",3,"137","535",1
"8005",4,"2270","100",12
"8008",5,"9913","231",6
"8009",4.76,"48665","210",50
"8010",4.25,"7726","43",8
"8011",4.88,"49766","388",40
"8012",1,"916","262",1
"8013",4.6,"4492","435",5
"8014",4.58,"61536","132",36
"8015",4.45,"30722","173",31
"8018",4.68,"46795","234",63
"8019",4.57,"20821","322",21
"8020",4.56,"7269","585",9
"8021",5,"2066","185",4
"8022",4.88,"19738","155",32
"8023",3,"2606","339",1
"8024",5,"1046","231",3
"8025",4.84,"39477","194",100
"8026",5,"1052","216",3
"8027",5,"915","189",3
"8028",4.75,"7213","322",16
"8029",5,"2384","215",5
"8030",4.38,"14366","434",21
"8033",0,"10143","239",0
"8034",4.17,"4191","372",6
"8035",4.95,"24527","223",22
"8036",4.89,"21725","197",35
"8037",4.98,"38574","297",45
"8038",5,"30977","201",14
"8039",4.84,"15879","260",19
"8040",4.89,"7202","284",9
"8041",4.76,"46055","344",38
"8042",4.94,"93399","355",109
"8043",4.77,"470643","292",158
"8044",4.8,"38222","244",56
"8045",4.62,"6103","293",16
"8046",4.92,"14749","221",12
"8047",4.6,"13060","314",15
"8048",5,"10450","196",14
"8049",4.77,"46123","223",44
"8050",4.36,"13593","308",22
"8051",4.58,"28607","221",24
"8052",4.78,"28958","335",41
"8053",0,"2469","333",0
"8056",4.82,"85497","247",117
"8057",0,"1065","312",0
"8058",4.78,"27858","277",58
"8059",4.36,"13693","257",14
"8060",5,"16193","187",26
"8061",0,"448","309",0
"8062",4.33,"753","382",3
"8063",4.7,"34675","241",43
"8064",4.33,"1058","211",3
"8065",4.76,"14382","141",21
"8066",5,"4767","191",5
"8067",4.29,"4220","239",7
"8068",4.67,"519","400",3
"8069",5,"13711","303",18
"8070",4.66,"30448","328",47
"8071",4.81,"134752","242",176
"8072",4.67,"68650","220",115
"8073",4.31,"14024","187",29
"8074",4.82,"1260","320",11
"8075",0,"418","435",0
"8076",4.4,"2882","154",5
"8077",5,"1204","134",2
"8078",2,"592","342",5
"8083",2.6,"1249","240",5
"8084",1.6,"743","343",5
"8085",5,"17208","226",4
"8088",3.5,"7546","40",8
"8089",0,"180","540",0
"8090",4.33,"3276","248",3
"8091",3,"2177","133",4
"8092",5,"1011","349",1
"8093",4.6,"14000","309",10
"8094",4.33,"6455","583",6
"8095",5,"4184","340",4
"8096",3.5,"1536","146",6
"8097",4.8,"4386","297",5
"8098",3.56,"19443","334",16
"8099",0,"1508","399",0
"8100",4.71,"4525","250",7
"8103",5,"6127","232",1
"8104",4.71,"3131","388",7
"8105",4.32,"10167","337",19
"8106",3.67,"1814","604",6
"8107",5,"6557","298",4
"8108",3.67,"3426","173",6
"8111",5,"243","228",1
"8112",5,"11871","626",4
"8113",4.62,"14211","303",26
"8114",0,"98","232",0
"8115",4.2,"1247","281",5
"8116",5,"546","225",1
"8117",3.67,"2818","275",3
"8118",3.79,"11927","337",14
"8119",0,"614","345",0
"8120",4.29,"3747","349",7
"8121",2.5,"836","260",2
"8122",4.8,"2918","240",5
"8123",5,"2308","377",3
"8124",3,"4362","228",4
"8125",5,"453","237",2
"8126",5,"932","318",3
"8127",5,"328","278",1
"8128",5,"1466","598",3
"8129",5,"1526","138",2
"8132",1,"196","289",1
"8133",4.67,"910","296",3
"8134",4.4,"3199","387",5
"8135",5,"1872","369",3
"8136",4.5,"1440","574",6
"8137",5,"1297","303",2
"8138",4.5,"726","284",2
"8139",5,"720","361",1
"8140",4.8,"997","335",5
"8141",5,"1437","277",2
"8142",4.4,"5909","130",15
"8143",5,"2899","146",3
"8144",4.78,"18226","252",18
"8145",4.86,"6297","365",14
"8146",4.72,"24572","338",36
"8147",4.76,"32291","324",29
"8148",4.22,"52769","52",49
"8149",4.23,"52742","581",31
"8150",0,"1421","17",0
"8151",4.51,"88692","108",80
"8152",4.83,"41281","309",46
"8153",4.42,"65264","343",127
"8154",3.65,"15056","178",20
"8155",5,"5447","142",4
"8156",4.27,"15663","196",15
"8157",4.95,"16360","209",20
"8158",4.27,"24497","317",30
"8159",4.72,"48941","213",68
"8162",0,"719","477",0
"8163",5,"1040","218",1
"8164",0,"1452","596",0
"8165",4.95,"6611","509",21
"8166",3.4,"938","214",5
"8167",4.44,"52627","63",39
"8168",3.86,"7593","227",7
"8169",5,"2315","357",2
"8170",4.64,"12926","145",11
"8171",4.76,"22943","217",25
"8172",5,"4961","349",8
"8173",5,"5658","533",10
"8174",4.77,"138107","25",61
"8175",4.78,"18470","114",27
"8178",4.71,"8296","372",7
"8179",4.88,"45167","160",42
"8180",4.71,"37020","54",17
"8181",5,"306","263",5
"8182",0,"258","230",0
"8183",3.55,"72811","350",71
"8184",5,"12637","265",20
"8185",5,"943","631",4
"8186",5,"2860","217",10
"8187",0,"137","12",0
"8188",5,"591","179",3
"8189",5,"1816","118",2
"8190",5,"743","99",4
"8191",5,"4532","396",13
"8192",4.62,"993","248",8
"8193",5,"468","134",4
"8194",5,"551","328",4
"8197",3.67,"903","67",3
"8198",4.4,"550","160",5
"8199",5,"82","106",2
"8200",5,"122","87",3
"8201",5,"224","298",2
"8202",3,"302","65",4
"8203",5,"310","37",3
"8204",2.76,"9894","223",21
"8205",0,"344","36",0
"8206",5,"671","318",2
"8207",5,"720","173",4
"8208",4.97,"1505","579",29
"8209",4.75,"398","388",4
"8210",5,"334","211",1
"8211",4.6,"560","241",5
"8212",4.2,"587","348",5
"8213",0,"139","64",0
"8214",4,"270","265",2
"8215",0,"226","19",0
"8216",5,"178","133",1
"8217",5,"1491","33",4
"8218",5,"179","95",1
"8219",0,"140","27",0
"8220",5,"94","426",1
"8221",5,"184","223",2
"8222",5,"1722","351",12
"8223",5,"89","143",1
"8224",5,"10462","61",8
"8225",5,"107","37",1
"8226",5,"14536","45",5
"8227",0,"179","8",0
"8228",0,"491","30",0
"8231",4,"825","213",1
"8232",5,"204","271",1
"8235",1,"195","28",2
"8236",5,"468","261",3
"8237",5,"17","70",1
"8238",0,"16","264",0
"8239",5,"1019","171",3
"8240",5,"355","186",1
"8243",4.88,"141","613",8
"8244",5,"242","54",2
"8245",0,"42","244",0
"8246",5,"141","261",2
"8247",4.67,"232","220",3
"8248",5,"1783","292",8
"8249",5,"113","21",1
"8250",4,"99","265",1
"8251",5,"1357","65",3
"8252",4.95,"3069","403",19
"8253",5,"745","165",8
"8254",5,"420","540",3
"8255",4.86,"636","370",7
"8256",5,"2656","377",7
"8257",0,"160","29",0
"8260",4.93,"4623","223",14
"8261",4,"386","68",1
"8262",4.27,"2041","152",11
"8263",5,"1077","40",6
"8264",0,"56","142",0
"8265",3,"367","341",2
"8266",5,"828","336",4
"8267",5,"326","243",1
"8268",0,"124","47",0
"8269",5,"142","198",2
"8270",5,"281","445",3
"8271",5,"52","189",2
"8272",5,"140","230",3
"8275",5,"135","192",1
"8278",5,"880","125",7
"8279",5,"92","204",1
"8280",5,"96","285",1
"8281",0,"201","375",0
"8282",5,"357","165",2
"8283",0,"43","35",0
"8284",0,"52","35",0
"8287",5,"2788","357",15
"8288",4.75,"1988","63",4
"8289",4.78,"780","107",9
"8290",5,"909","82",2
"8291",5,"1389","222",9
"8292",5,"930","124",4
"8293",0,"492","84",0
"8294",4.33,"379","234",3
"8295",5,"1728","105",2
"8298",5,"4041","71",9
"8299",5,"479","152",2
"8304",3.5,"1349","105",2
"8305",5,"31","16",1
"8310",1,"35","159",2
"8319",5,"4258","550",7
"8320",2,"1714","30",2
"8321",0,"1514","46",0
"8330",3,"696","78",2
"8333",4,"548","35",2
"8340",0,"167","120",0
"8341",4.43,"13201","126",7
"8342",1,"135","57",1
"8343",0,"25","41",0
"8346",5,"761","82",1
"8349",4.54,"6880","584",24
"8352",3,"294","53",2
"8353",1,"78","5",1
"8358",5,"12237","121",6
"8361",5,"1854","83",1
"8364",4,"281","127",4
"8365",5,"696","201",1
"8366",4.5,"370","182",2
"8369",5,"2094","193",1
"8374",4.5,"2017","312",4
"8377",3,"441","75",4
"8378",4.75,"3579","285",80
"8387",0,"21","335",0
"8396",0,"31","106",0
"8397",3,"520","367",2
"8402",5,"610","39",2
"8403",5,"5102","144",7
"8406",5,"1159","452",2
"8407",3.83,"2776","108",6
"8408",2.2,"1846","35",10
"8409",0,"8715","150",0
"8416",0,"1623","281",0
"8417",5,"2361","443",1
"8418",1,"2400","267",2
"8419",0,"733","301",0
"8420",0,"1304","24",0
"8421",2.5,"1076","297",2
"8422",5,"3011","326",1
"8423",1,"3029","330",1
"8424",5,"2282","323",1
"8425",1,"1506","255",1
"8426",4.5,"11508","354",2
"8427",0,"674","314",0
"8428",4.33,"8164","391",6
"8429",4.25,"33889","336",8
"8430",0,"1068","250",0
"8431",0,"959","276",0
"8432",4,"3657","450",1
"8433",0,"1340","376",0
"8434",3,"901","288",1
"8435",4.33,"3272","283",3
"8436",4.5,"23192","424",2
"8437",3,"1850","251",3
"8438",0,"16905","267",0
"8439",3,"1449","248",1
"8440",5,"2492","296",1
"8441",0,"3232","393",0
"8442",1,"3014","213",1
"8443",3,"15978","401",3
"8444",4.88,"13997","257",8
"8445",3.5,"3990","330",2
"8446",0,"1229","341",0
"8447",4.62,"44723","496",13
"8448",0,"1664","422",0
"8449",1,"1529","288",1
"8450",4,"15454","251",2
"8451",0,"2091","289",0
"8452",5,"3339","330",1
"8453",0,"54","471",0
"8454",5,"43","320",1
"8455",0,"99","263",0
"8456",0,"80","452",0
"8457",0,"118","459",0
"8458",0,"48","487",0
"8459",0,"253","311",0
"8460",5,"1064","372",1
"8461",5,"926","360",1
"8462",0,"46","421",0
"8463",0,"108","358",0
"8464",0,"100","340",0
"8467",0,"27","261",0
"8468",0,"21","287",0
"8469",4.73,"28658","300",11
"8470",5,"724","245",1
"8471",0,"2155","294",0
"8472",0,"4876","316",0
"8473",4,"4250","618",1
"8476",5,"1629","297",1
"8477",3,"1320","423",2
"8478",5,"1305","379",1
"8479",0,"4435","464",0
"8480",0,"722","148",0
"8481",0,"1259","244",0
"8482",0,"5187","549",0
"8483",5,"2188","253",1
"8486",0,"325","332",0
"8487",0,"2143","400",0
"8488",0,"1982","310",0
"8489",5,"7751","250",2
"8490",3,"1700","450",1
"8491",2,"4077","546",1
"8492",0,"3316","426",0
"8493",5,"3351","370",1
"8494",3.67,"4709","232",3
"8495",0,"3490","438",0
"8496",0,"2580","236",0
"8497",0,"588","127",0
"8498",0,"1485","302",0
"8499",0,"611","470",0
"8500",2.5,"2295","328",2
"8501",0,"1513","301",0
"8502",5,"907","483",2
"8503",3.33,"10732","474",6
"8504",4.5,"1426","511",4
"8507",5,"3480","303",1
"8508",5,"3552","542",3
"8509",4.64,"2355","575",11
"8512",5,"2333","501",4
"8513",5,"1614","521",1
"8514",4.78,"3624","544",9
"8517",4,"5242","472",5
"8518",4.77,"65913","243",48
"8519",4.86,"6010","202",7
"8520",4.95,"16700","238",19
"8521",4.86,"14304","394",7
"8522",4.5,"21295","324",10
"8523",5,"4980","261",5
"8524",5,"906","265",1
"8525",5,"3465","236",4
"8526",4.93,"23492","285",14
"8527",4.5,"10158","310",4
"8528",4.62,"19354","203",16
"8529",4.67,"10142","303",12
"8530",5,"2225","244",4
"8531",3.8,"4058","267",5
"8532",4.86,"23510","271",7
"8533",5,"12970","250",12
"8534",0,"3751","239",0
"8535",4.75,"16562","311",4
"8536",4.5,"1377","244",2
"8537",4.19,"71234","556",64
"8546",5,"1324","522",2
"8551",3,"1325","483",1
"8554",4.6,"5682","537",10
"8563",5,"973","482",1
"8564",5,"1196","523",2
"8565",5,"1890","483",1
"8578",4.44,"3437","598",9
"8579",4.83,"2821","545",6
"8580",4,"1218","522",1
"8581",5,"983","523",2
"8582",5,"488","191",3
"8583",5,"370","253",2
"8584",5,"933","216",4
"8585",5,"944","204",5
"8586",4,"286","113",2
"8587",1,"258","43",1
"8588",5,"780","151",4
"8589",5,"412","223",4
"8590",5,"476","174",5
"8591",4.5,"2050","177",8
"8594",5,"4029","229",11
"8595",5,"1394","71",3
"8596",5,"257","180",1
"8597",5,"1417","410",7
"8600",4.78,"3616","220",18
"8601",4.71,"2557","235",14
"8604",4.25,"310","232",4
"8605",5,"469","235",6
"8606",5,"332","65",2
"8607",5,"303","211",4
"8608",3.86,"380","258",7
"8609",4.2,"335","249",5
"8610",5,"165","173",2
"8611",4.38,"2232","194",13
"8612",5,"520","141",1
"8613",2.86,"1278","198",7
"8614",4.2,"1730","28",5
"8615",5,"889","209",4
"8616",2.33,"479","101",3
"8617",2.96,"8445","213",26
"8618",4.25,"1641","248",8
"8641",4.96,"16435","381",114
"8642",4.66,"15679","276",38
"8643",5,"1074","58",1
"8644",4.88,"3810","245",8
"8645",4.33,"20821","16",6
"8646",5,"2182","365",8
"8647",5,"2996","288",12
"8648",4,"1390","404",4
"8649",4.94,"7602","149",16
"8650",4.96,"10487","464",52
"8653",5,"1186","348",14
"8656",5,"801","276",2
"8659",3,"79","78",2
"8660",4.69,"19334","206",39
"8661",3.61,"31599","359",69
"8670",5,"541","101",3
"8677",0,"5510","282",0
"8710",4,"8835","57",22
"8711",3.3,"4335","42",10
"8718",4.7,"39423","60",206
"8727",0,"1421","73",0
"8734",1,"3218","38",2
"8735",0,"171","10",0
"8756",3,"83","196",2
"8757",5,"2327","53",2
"8760",0,"22","177",0
"8761",1,"120","331",1
"8762",5,"700","168",6
"8763",5,"1286","369",5
"8764",5,"596","322",4
"8765",4,"435","306",4
"8766",5,"2382","59",8
"8767",0,"52","47",0
"8770",4.33,"382","416",6
"8771",4.5,"367","179",2
"8774",4.85,"12625","82",212
"8777",4.5,"599","236",8
"8778",4.75,"21120","300",28
"8779",1.8,"873","134",5
"8780",0,"554","204",0
"8781",3,"188","295",3
"8784",4.91,"6671","299",11
"8787",5,"3416","279",4
"8788",5,"516","264",3
"8789",5,"33","10",2
"8790",4.2,"914","509",5
"8791",5,"1165","202",9
"8792",5,"2599","207",9
"8793",4.37,"4457","26",19
"8794",5,"5844","234",16
"8795",4.65,"7102","37",31
"8796",5,"586","65",2
"8797",5,"1878","39",5
"8798",4.33,"1084","94",6
"8799",4.93,"34612","130",134
"8800",4.68,"11136","606",62
"8801",4.1,"1638","119",10
"8802",5,"1771","65",5
"8803",5,"682","62",1
"8804",0,"15","418",0
"8807",5,"516","280",4
"8808",0,"46","331",0
"8809",5,"247","537",1
"8810",0,"43","81",0
"8815",5,"1185","287",4
"8816",0,"21","191",0
"8817",0,"14","73",0
"8818",5,"863","447",2
"8819",0,"31","103",0
"8820",4.2,"149","261",5
"8821",5,"111","254",1
"8826",2.7,"146","47",10
"8831",0,"17","57",0
"8832",3.39,"286","59",18
"8835",2.25,"67","53",4
"8836",4.95,"135120","278",1611
"8839",1.34,"445","47",32
"8858",1,"45","67",2
"8859",2.2,"102","59",5
"8862",2,"92","50",8
"8867",2,"38","43",2
"8868",1.67,"73","59",6
"8871",3,"18885","20",22
"8872",5,"24","302",1
"8875",0,"1330","59",0
"8878",4.85,"62152","264",48
"8879",2.5,"80","60",8
"8880",4.4,"259","60",57
"8881",2.79,"28441","20",28
"8882",1.33,"119","47",6
"8885",3.31,"216","60",13
"8896",1.91,"203","61",11
"8915",1.17,"154","55",6
"8922",1,"255","44",4
"8933",1.17,"93","59",6
"8940",2.43,"496","29",23
"8941",1,"45","24",1
"8946",1.8,"192","55",10
"8947",1.83,"1230","60",18
"8948",2.45,"94","60",11
"8955",5,"1961","13",1
"8956",4.75,"1326","105",4
"8957",5,"1232","234",1
"8958",4.8,"1527","27",10
"8959",4.4,"4556","86",20
"8960",5,"749","78",2
"8961",4.25,"702","120",4
"8962",5,"978","68",1
"8963",5,"419","75",1
"8964",4.67,"3102","68",6
"8965",4.83,"1725","68",6
"8966",0,"391","235",0
"8967",5,"5166","68",8
"8968",4.88,"3956","67",8
"8969",5,"2606","68",5
"8970",4.26,"42114","172",61
"8971",4.92,"8158","245",144
"8972",4.86,"2849","239",14
"8973",4.78,"15763","133",60
"8974",3.17,"42886","165",98
"8975",4.79,"3394","61",24
"8976",4.61,"49046","180",120
"8977",4.92,"3824","145",36
"8978",4.43,"1611","233",7
"8979",5,"511","66",1
"8980",5,"1285","193",3
"8981",5,"329","77",3
"8982",0,"140","48",0
"8985",0,"87","35",0
"8986",0,"188","112",0
"8987",5,"833","68",3
"8988",4.67,"870","233",6
"8989",5,"9262","30",3
"8990",5,"444","45",1
"8991",0,"85","20",0
"8992",0,"453","639",0
"8993",0,"52","24",0
"8994",5,"1038","176",1
"8995",0,"376","13",0
"8996",0,"137","21",0
"8997",4.33,"6941","225",12
"8998",0,"106","64",0
"8999",4.47,"6819","105",15
"9000",4.52,"6614","216",23
"9001",0,"59","35",0
"9002",5,"12451","215",17
"9003",4.42,"183610","132",726
"9004",5,"2566","66",3
"9005",4.82,"96449","218",97
"9006",5,"1233","224",3
"9007",4.62,"8325","248",13
"9008",0,"122","117",0
"9009",5,"2931","124",7
"9010",4.46,"5555","234",13
"9011",2.5,"1957","397",2
"9012",4.94,"7166","250",17
"9013",5,"1142","272",4
"9014",5,"11879","189",12
"9015",4.82,"9672","181",17
"9016",4.5,"1887","135",6
"9017",5,"908","190",2
"9018",5,"2290","431",6
"9019",3.67,"573","283",3
"9020",4.75,"1016","179",4
"9021",4.68,"14349","263",22
"9022",4.55,"11241","305",40
"9025",4.85,"19508","184",46
"9026",5,"1947","212",5
"9027",4.55,"2711","245",11
"9028",4,"618","197",4
"9029",3.2,"6548","45",10
"9030",4.42,"32897","259",43
"9031",0,"42","247",0
"9032",4.54,"7597","184",26
"9033",4.78,"11416","183",23
"9036",0,"386","186",0
"9037",4,"1884","184",4
"9038",5,"786","191",2
"9041",4.83,"5726","253",29
"9042",5,"270","226",1
"9045",5,"228","198",1
"9048",5,"1501","257",6
"9049",5,"1043","185",9
"9050",4.43,"1096","185",7
"9051",4.67,"606","196",3
"9052",4.81,"2803","171",21
"9053",5,"224","306",2
"9058",4.84,"15144","360",55
"9059",4.6,"3336","139",20
"9060",4.64,"4650","137",22
"9061",4.6,"2126","178",15
"9062",4.86,"5250","213",7
"9063",5,"1751","199",7
"9066",4.14,"4291","885",7
"9067",5,"22826","47",3
"9068",4,"59336","23",19
"9069",5,"8329","247",5
"9070",4.74,"71708","147",23
"9071",4.76,"86853","155",66
"9072",0,"10402","125",0
"9073",4.84,"67490","193",63
"9074",4.87,"37789","145",15
"9075",5,"19139","34",4
"9076",4.89,"63413","517",44
"9077",4.29,"57126","375",55
"9078",4.71,"72418","61",101
"9079",4.42,"40119","45",19
"9080",4.67,"32728","124",12
"9081",4.71,"27511","78",35
"9082",4.75,"67563","599",76
"9083",3.33,"19173","213",15
"9084",5,"691","429",1
"9085",3.25,"3826","68",8
"9086",4.8,"17979","95",5
"9087",4.41,"14046","588",49
"9090",3.67,"7234","508",9
"9091",4.53,"49236","312",47
"9092",4.5,"1176","167",4
"9093",4.95,"445","105",19
"9094",5,"843","257",5
"9095",4.67,"2759","607",12
"9096",5,"776","274",1
"9097",2.69,"3265","140",16
"9100",5,"4602","465",14
"9105",4.91,"15976","148",87
"9106",4.91,"17080","541",98
"9107",4.83,"7796","195",81
"9108",4.45,"2663","314",20
"9109",3.69,"13598","270",36
"9110",4.77,"2907","658",13
"9111",5,"25936","267",16
"9114",5,"548","202",4
"9115",5,"10710","38",1
"9116",5,"11940","105",1
"9117",3,"2555","65",1
"9118",4.67,"2404","41",3
"9121",0,"1755","16",0
"9122",5,"2276","531",2
"9123",3,"3148","209",2
"9124",1,"5090","132",4
"9125",0,"456","189",0
"9126",3.9,"42565","58",21
"9127",2.33,"13403","249",3
"9128",5,"2613","71",1
"9129",4,"1480","74",2
"9130",0,"229","65",0
"9131",5,"1410","274",6
"9132",3.39,"14652","378",67
"9133",5,"3064","455",17
"9134",5,"2501","392",8
"9135",4.86,"5974","299",28
"9136",3.6,"640","427",5
"9137",2.68,"5759","140",25
"9138",4,"4250","112",41
"9139",4.12,"2924","133",8
"9140",3.97,"4206","139",37
"9141",4.37,"2785","310",43
"9142",4.56,"2183","25",9
"9143",4.64,"7065","220",47
"9144",3.25,"16567","73",44
"9145",4.65,"2868","124",23
"9146",3.6,"3242","187",5
"9147",4.33,"428","126",3
"9148",4.2,"1549","107",5
"9151",3.15,"2126","356",20
"9152",3.5,"1788","140",4
"9153",1,"415","71",1
"9154",0,"127","31",0
"9155",0,"497","71",0
"9156",4.5,"631","12",4
"9157",3.75,"27767","15",4
"9158",4.28,"5877","123",29
"9159",0,"142","86",0
"9160",0,"800","86",0
"9161",0,"602","11",0
"9162",1,"366","30",2
"9163",0,"542","75",0
"9164",0,"370","71",0
"9165",5,"351","11",1
"9168",4.33,"2174","22",6
"9169",0,"597","37",0
"9170",5,"5407","82",17
"9171",5,"551","26",2
"9172",5,"995","102",1
"9173",4.67,"282","20",3
"9174",0,"244","35",0
"9175",0,"955","175",0
"9176",4.94,"3438","262",16
"9177",5,"906","79",1
"9178",4.5,"255","27",2
"9179",4.76,"4616","475",17
"9180",0,"183","21",0
"9181",0,"308","34",0
"9182",5,"417","62",2
"9183",5,"202","98",1
"9184",3,"442","26",2
"9185",0,"372","21",0
"9186",5,"213","136",1
"9187",5,"250","15",1
"9188",0,"483","10",0
"9189",0,"158","117",0
"9190",5,"411","52",1
"9191",0,"69","30",0
"9192",4,"342","8",2
"9193",0,"227","41",0
"9194",0,"170","20",0
"9195",2,"760","21",1
"9196",4.59,"963","121",22
"9197",5,"2446","54",7
"9198",4.4,"4046","178",15
"9199",5,"528","24",1
"9200",5,"490","36",1
"9201",3.67,"2788","140",3
"9202",0,"163","28",0
"9203",0,"254","37",0
"9204",0,"192","17",0
"9205",0,"244","41",0
"9206",0,"109","132",0
"9207",4,"233","40",1
"9208",4.5,"1772","73",2
"9209",5,"1431","57",3
"9210",5,"590","28",1
"9211",0,"415","35",0
"9212",0,"607","52",0
"9213",0,"270","41",0
"9214",5,"215","26",1
"9217",0,"109","56",0
"9218",4.29,"16267","59",17
"9219",4.67,"14592","42",6
"9220",4.43,"3555","22",7
"9221",5,"1106","168",5
"9222",5,"1481","139",7
"9223",5,"1556","106",8
"9224",4.89,"24104","125",63
"9225",5,"4562","161",21
"9228",5,"1657","153",9
"9229",5,"3568","146",14
"9230",5,"421","131",2
"9231",4.8,"2030","162",5
"9232",5,"2882","162",8
"9233",4.85,"7581","131",26
"9234",5,"620","131",6
"9235",4.55,"2886","139",11
"9236",4.91,"14910","157",34
"9237",4.9,"27526","124",101
"9238",4.76,"6800","162",17
"9239",4.9,"75361","230",213
"9240",4.64,"7850","135",11
"9241",4.84,"42026","142",89
"9242",4.84,"20281","128",56
"9243",5,"12331","221",18
"9244",4.71,"14049","153",41
"9245",4,"694","147",1
"9246",4.8,"53218","428",152
"9247",4.75,"37967","156",102
"9248",4.76,"4994","160",17
"9249",5,"164","270",4
"9250",5,"8158","30",11
"9251",5,"664","235",1
"9252",5,"63","136",1
"9253",5,"104","177",1
"9254",5,"113","146",1
"9255",5,"34","124",1
"9256",5,"77","141",1
"9257",5,"119","126",1
"9258",0,"94","173",0
"9259",5,"120","178",1
"9260",5,"50","170",2
"9261",4.9,"4934","184",10
"9262",5,"48","142",1
"9263",5,"136","197",3
"9264",5,"2566","282",8
"9265",4.73,"79980","259",147
"9266",4.68,"19460","300",41
"9267",4.94,"13962","308",33
"9268",5,"974","246",5
"9269",5,"20965","283",49
"9270",5,"1538","63",3
"9271",0,"403","126",0
"9272",5,"563","37",1
"9273",5,"337","182",1
"9274",5,"259","164",2
"9275",5,"797","146",2
"9276",0,"188","58",0
"9277",5,"241","132",1
"9278",5,"168","131",1
"9279",5,"244","164",2
"9280",4.33,"935","134",6
"9281",5,"419","135",1
"9282",5,"503","130",3
"9283",4.17,"1832","145",6
"9284",5,"1115","139",3
"9285",5,"342","137",4
"9286",5,"5439","109",4
"9287",4.5,"1209","170",2
"9288",5,"397","200",1
"9289",4,"163","515",1
"9290",4.8,"3564","451",15
"9291",4.7,"13131","145",10
"9318",4.73,"2436","247",15
"9319",4.8,"31660","284",59
"9320",4.96,"7803","293",49
"9321",4.62,"3112","282",21
"9322",5,"536","278",2
"9323",4.56,"37558","263",73
"9324",4.72,"23941","236",43
"9325",4.9,"14986","150",50
"9328",0,"312","233",0
"9329",4.29,"5301","173",14
"9330",4.55,"4827","107",20
"9331",4.74,"13074","246",90
"9334",4.4,"3406","151",10
"9335",4,"1152","239",6
"9336",4.25,"1010","224",8
"9337",4.88,"19282","224",25
