age,length,views,rate,ratings,comments
1254,161,948,5,1,5
1254,267,216,5,4,1
1254,194,1373,5,6,12
1255,182,201,5,4,5
1255,48,117,5,2,0
1254,245,151,1,1,1
1254,195,522,4,3,0
1255,541,584,5,5,5
1254,48,46,0,0,0
894,40,16,0,0,4
1247,65,188,5,2,4
1248,71,172,5,4,4
1249,67,257,5,5,7
1202,31,848,5,2,8
1248,45,99,0,0,0
1256,54,61,5,1,3
1146,126,521,5,4,7
1233,22,118,5,1,2
1146,322,524,5,1,9
1257,257,138,5,2,9
1248,67,181,5,4,3
1251,133,107,0,0,0
1251,74,262,4,4,0
1251,52,73,0,0,0
1251,496,820,3.67,3,5
1251,17,339,0,0,11
1251,68,81,0,0,0
1251,261,212,0,0,0
1251,182,112,5,1,0
1251,539,146,3,2,2
1251,538,11822,4.59,213,155
1251,112,670,4.56,9,3
1251,244,705,5,2,1
1251,70,13,0,0,0
1252,185,351,3,2,2
1251,592,109,1,1,8
1234,111,356,5,1,3
1251,52,145,1,3,1
1258,19,11,0,0,0
1252,282,149673,4.82,244,269
1258,303,122,0,0,3
1257,51,195,0,0,0
1081,600,1743,0,0,0
1189,393,24264,4.98,64,28
630,34,303,5,4,6
1108,44,43,0,0,0
1249,111,1624,4,4,0
646,96,21927,4.85,91,25
1245,174,14744,4.67,61,48
1225,383,160098,3.25,122,55
1249,91,713,4,2,5
1187,595,174,5,1,2
761,105,868,4.69,13,4
1112,122,124,5,2,2
1257,656,4312,4.85,66,52
1256,606,3525,4.75,16,33
1257,22,302,2.33,3,0
1257,187,585,5,9,9
1258,658,169,5,4,1
1256,658,2908,4.91,64,91
1257,179,123,5,4,3
1256,179,818,4.6,5,14
1257,393,377,4.6,10,3
1255,83,2440,3,4,1
1257,656,4203,4.81,62,80
1257,657,218,4.67,3,0
1256,658,4726,4.93,70,71
1257,657,5881,4.95,73,119
1258,656,84,4,4,6
1256,68,3047,4.53,32,2
1257,99,489,5,4,1
1256,72,2484,4.27,15,4
1257,305,450,5,1,0
1151,265,4503,5,14,6
1043,132,1959,5,5,3
1182,146,2865,4.83,6,2
1130,513,474,5,1,3
1256,306,1272,5,9,7
999,132,3432,5,5,2
1046,460,1035,4.75,4,4
1257,42,98,0,0,0
1257,525,853,4.33,6,6
1257,502,1191,4.67,6,1
1257,355,910,5,3,3
1257,284,1080,5,2,7
1257,360,573,5,1,1
1256,187,5626,4.1,21,36
1256,272,3712,4.94,16,13
1257,72,52,0,0,0
1256,354,1716,4.83,6,3
1257,44,1274,5,14,11
1257,78,1326,5,3,1
1254,5,762,0,0,6
1256,72,9005,4.83,41,18
1257,72,2065,4.67,12,3
1256,72,2961,4.93,27,13
1257,72,171,5,4,1
1256,78,232,5,4,3
1256,72,244,5,6,1
1258,44,72,0,0,1
1257,44,105,0,0,0
1256,72,1221,4.94,16,9
1256,305,551,5,8,2
1250,299,654,5,2,2
1253,474,1532,4.62,34,13
1253,117,1617,3.75,12,18
1254,120,1041,3.57,14,15
1253,275,1695,4.67,12,20
1253,15,1638,4.33,6,8
1254,100,1984,4.3,10,18
1253,19,808,4.46,13,8
1254,126,2033,5,8,1
1241,596,619,5,4,2
1254,182,1381,4.63,27,44
1253,601,20460,4.87,83,51
1254,113,2024,3.9,10,6
1254,191,496,3,2,5
1254,543,3115,4.12,17,21
1254,179,3629,4.94,18,17
1254,25,477,5,1,1
1254,56,2052,3,9,35
1241,586,3652,4.6,10,9
1253,187,11852,4.83,58,64
1257,55,42,0,0,0
1256,272,4232,4.52,25,37
1242,481,150,5,2,1
1257,149,2131,4.78,23,26
1256,402,3262,4.69,36,36
1257,487,115,0,0,0
1257,149,2155,4.38,8,18
1257,543,448,4.86,7,3
1257,92,94,0,0,0
1257,68,106,0,0,0
1256,484,3110,4.88,24,25
1256,543,3687,4.96,28,34
1242,81,597,3.33,3,2
1243,429,378,5,2,1
1243,290,396,5,2,4
1242,84,668,5,2,1
1242,176,301,5,2,0
1245,124,626,4.67,3,19
1145,543,38952,4.83,125,78
1253,64,1577,4.67,3,7
1189,534,2362,5,8,2
1254,189,2506,4.15,13,5
1257,657,2633,4.95,38,35
1257,76,357,5,3,0
1257,39,765,4.67,12,2
1257,393,1118,4.87,30,32
1257,188,304,5,3,4
,,,,,
1256,49,1260,4.83,6,4
1257,40,84,0,0,0
1256,76,147,5,3,1
1257,136,123,0,0,0
1257,39,52,0,0,0
1258,40,66,0,0,1
1258,28,57,3,2,1
1258,68,50,5,1,0
1253,277,1004,5,6,2
1252,272,157,1,1,1
1253,287,261,3.75,4,1
1253,287,17,0,0,0
1253,287,16,0,0,0
1254,276,574,5,5,1
1253,287,54,0,0,0
1253,278,490,5,3,5
1253,287,279,5,2,1
1253,287,19107,4.84,122,94
1230,224,5918,4.9,81,101
1254,284,722,5,5,6
1249,198,3780,4.89,38,32
1256,16,5129,5,9,9
922,12,27825,4.56,9,15
1257,17,294,4.2,5,4
922,156,15825,4.58,12,16
1201,97,271,0,0,0
921,88,7764,4.6,10,19
921,83,5512,4.8,5,10
1256,228,4066,4.33,12,21
922,37,8190,5,5,4
1257,252,891,5,1,1
1256,93,66,0,0,0
1256,16,2481,4.33,6,5
1228,92,9453,4.89,36,59
1253,258,5282,2.57,7,18
1131,504,7453,4.85,39,8
1104,251,524,4.33,6,3
1108,551,554,0,0,0
1257,252,6373,4.88,17,35
1256,149,11835,5,14,19
1168,577,77,5,1,0
1187,575,567,5,3,6
1234,261,1372,3.93,15,13
1157,586,2059,4.5,30,17
1188,524,972,4.33,6,0
1222,157,598,4.56,18,7
1235,600,45,5,1,0
1077,409,809,4,2,3
1240,345,189,3.5,6,0
1257,48,216,0,0,0
1115,146,8840,5,13,18
1154,77,1280,5,3,3
0,231,1940,5,1,7
1191,150,166,0,0,0
1251,307,1644,4.33,6,10
1256,112,2861,5,3,6
778,332,2982,5,3,0
1256,28,5499,5,8,5
1256,20,3152,4.8,10,0
1256,149,1519,5,1,2
1127,155,333,2.33,3,1
1228,238,1475,4.11,9,7
1151,148,353,5,1,1
1256,149,3290,4.73,11,2
1256,228,1219,4.64,11,5
1256,17,1806,5,6,6
1256,20,604,3,2,6
1256,149,304,5,2,0
1256,16,2043,5,7,13
1256,17,759,0,0,2
1256,8,282,0,0,0
1155,10,800,4,2,2
1256,17,143,0,0,0
699,9,350,0,0,0
1123,34,267,1.5,2,2
703,221,960,5,1,2
1244,15,29,0,0,0
1231,19,18,0,0,1
1249,9,46,0,0,0
925,9,7537,4.94,16,29
1256,228,24117,4.75,51,113
1258,252,562,5,1,5
1222,600,1576,4.2,5,12
1257,228,530,5,2,2
1257,245,205,5,1,1
1257,228,245,5,2,0
1258,245,160,0,0,0
1235,137,178,4,5,5
1222,125,308,4.89,9,13
1173,47,1902,3.86,7,4
1235,259,2253,5,18,20
1235,211,859,4.44,9,7
1256,8,117,0,0,0
1193,199,2016,4.8,40,24
1216,204,3647,5,15,19
1227,191,4433,4.33,12,13
1256,118,2349,5,4,10
1257,228,1378,4.55,11,7
,,,,,
1118,196,5993,4.68,28,23
1064,265,3217,4.44,18,4
1131,27,242,0,0,0
1139,61,490,0,0,0
1064,388,2061,4.92,13,0
1034,199,2690,4.57,7,13
1140,84,313,0,0,0
466,444,6074,3.62,16,96
866,276,3777,2.96,24,81
1019,45,292,1,1,3
710,161,3836,2.34,65,192
965,136,2968,4.42,12,5
600,34,586,3.67,3,1
670,600,43819,4.05,185,670
1145,35,201,2,1,0
892,514,7664,4.37,19,26
1130,116,3996,4.5,10,59
860,81,93,0,0,0
1148,65,290,0,0,1
856,174,2724,4.67,6,20
1147,24,93,0,0,0
1150,55,193,0,0,0
719,186,4641,4.12,25,11
1158,67,593,5,3,0
1158,35,392,5,3,0
1147,36,231,0,0,0
1001,86,1728,0,0,0
1001,23,1535,0,0,0
1002,446,2814,0,0,2
1002,308,3444,0,0,12
1001,88,1627,0,0,0
1002,258,2582,0,0,1
1001,29,3608,0,0,0
1002,43,548,0,0,0
1002,39,1063,0,0,0
1002,30,2620,0,0,0
1002,22,2357,0,0,0
1002,30,935,0,0,0
1001,29,3365,0,0,0
1001,29,1200,0,0,0
1001,23,927,0,0,0
1002,48,949,0,0,0
1241,227,469,3,2,0
1245,93,1587,4.56,9,1
617,191,11612,4.91,74,63
1077,106,14493,3.44,36,15
786,43,6219,3.68,19,19
1244,85,2513,4.09,22,16
1196,34,340,3.5,2,4
928,96,1900,3.25,8,9
957,257,3399,3.67,3,4
1199,100,183,0,0,1
904,82,20341,2.8,147,38
1096,504,858,4.74,53,55
1063,174,596,4.7,27,60
919,189,2653,4.5,16,18
1146,136,12,0,0,0
868,373,1350,3.85,13,34
979,53,169,4.86,14,20
825,413,535,5,4,12
861,480,93,4,4,7
825,510,644,5,1,25
902,159,256,4,5,3
996,525,430,5,4,6
915,74,147,5,9,17
882,41,260,3.83,6,10
940,275,156,4.84,19,21
1054,383,484,5,1,2
845,314,426,4.5,12,33
1081,380,1790,3,7,5
1131,205,3102,4.55,11,12
1084,269,964,3.67,3,2
1125,122,67,0,0,0
1142,303,276,4.5,2,4
1050,318,559,5,6,15
1058,473,1189,4.61,18,21
1125,139,1201,4.82,22,22
1131,136,626,4.33,18,15
925,149,5166,4.7,54,55
1026,60,4342,3.67,15,14
1017,55,1183,5,29,31
1042,20,387,5,13,14
1100,112,441,4.8,15,22
1026,18,322,4.88,8,8
1049,397,1490,4.93,14,8
699,194,10759,3.57,44,20
984,209,611,4.76,17,25
820,310,1000,4.71,28,24
623,43,2575,4.1,62,33
1212,40,101,5,3,7
936,246,2908,4.85,20,7
454,226,10939,4.48,69,105
1247,360,273,5,1,5
1254,67,181,4,4,17
1241,111,245,4.85,13,9
1257,97,74,5,1,2
1256,22,86,5,1,4
1257,51,125,0,0,0
1257,33,7,0,0,0
963,78,17956,4.81,21,27
1152,476,2305,4.5,8,12
1095,243,3763,3.78,9,14
1157,122,304,4.5,8,8
1151,74,771,2.58,12,14
1210,43,794,3,2,1
1153,180,97,2,1,1
1133,45,2632,4.38,8,13
1153,244,136,5,2,3
1246,111,268,2.33,3,3
924,182,4431,4.23,13,11
912,185,1793,5,3,1
1233,225,9448,4.88,77,41
1228,154,10585,4.8,35,36
1233,213,13519,4.88,217,143
1233,50,11776,4.6,81,57
966,139,1681,4.12,8,15
1233,192,28235,4.67,94,78
965,143,9228,4.67,15,8
1187,235,304,5,1,3
1099,377,2038,4.07,14,7
1201,141,510,3.8,5,1
613,249,7033,4.65,23,21
551,243,39751,4.79,157,134
1188,387,497,4.88,8,4
970,169,5614,4.62,53,30
1201,300,246,4,2,1
832,205,2133,5,4,4
1200,238,667,4.17,12,8
588,232,5920,4.31,16,22
970,163,7304,4.82,22,21
1187,596,496,5,11,1
985,228,1148,5,3,2
1185,212,3570,4.6,55,32
723,180,2867,5,12,18
531,320,2003,4.8,5,10
850,384,13569,4.85,65,67
1086,323,447,3.5,4,2
885,228,1189,4.33,6,0
1082,598,2100,4.88,100,45
1095,145,15620,4.25,53,29
1073,558,8637,4.82,110,80
504,373,12255,3.57,21,17
1239,18,11,0,0,0
668,47,38710,0,0,0
836,184,466,5,1,2
662,128,11798,4.45,11,16
662,148,1706,3.29,7,4
1173,289,204,5,6,4
642,47,36602,4.35,34,23
692,47,13872,4.09,23,24
469,63,7686,2.75,4,2
812,256,3946,4.93,14,4
1011,65,131,0,0,0
980,173,4139,5,6,4
1011,87,128,0,0,0
1101,267,1988,5,2,2
875,167,715,3.17,6,2
893,344,9034,5,12,6
750,25,1417,0,0,0
871,107,1614,5,5,6
885,201,441,0,0,0
846,244,1316,0,0,1
930,226,276,0,0,0
831,355,8256,3.38,8,3
0,88,46500,2.78,18,6
1018,172,16393,4.79,39,17
1217,166,12756,4.45,64,70
1145,206,1726,4,4,6
1233,174,4883,4.79,24,22
1190,99,3028,4.92,12,0
1126,115,6098,4.56,9,6
1199,102,4594,5,13,21
1204,223,7695,3.19,48,44
1224,87,1030,5,3,6
1249,228,386,3.5,4,5
1246,225,325,3.4,5,8
1251,234,157,5,3,4
1248,237,219,5,3,2
1257,205,47,0,0,1
1238,7,753,5,7,23
1258,40,2305,4.6,10,25
1233,602,1341,4.8,25,29
1253,204,8491,2.66,41,5
1254,365,261,5,1,3
,,,,,
1250,234,2388,4.83,23,37
1250,230,16166,4.75,87,136
1250,191,603,5,10,9
1254,135,202,4.33,6,14
1250,195,619,5,8,17
1254,141,74,4.2,5,17
1254,47,91,5,1,2
1250,206,426,5,4,3
1250,196,2242,5,31,43
1250,228,2507,4.95,20,14
1250,208,926,4.73,15,19
1250,287,1941,4.73,15,20
1250,170,12792,4.81,96,168
1247,167,4167,4.64,39,33
1254,290,126,0,0,4
1254,236,46,5,2,0
1084,214,3669,4.83,6,3
1250,230,131,5,2,3
1253,167,45,0,0,1
1250,167,2709,4.74,23,48
1155,272,3481,3.67,24,51
916,68,15304,4.59,79,39
1157,657,1643,2.5,16,5
1016,145,1348,4,9,22
1257,591,77,5,6,0
1253,201,719,4.91,11,12
1251,259,1466,4.64,11,19
1255,604,7188,4.73,142,99
1250,197,1786,5,23,32
1252,130,584,4.86,14,9
1255,252,65,5,1,1
1255,238,51,5,2,0
1250,234,2131,4.95,20,31
1250,196,12710,4.92,101,165
1236,245,12704,4.91,352,898
1227,645,52891,4.8,123,51
1253,35,409,5,2,2
1244,449,889,4.64,22,42
1252,593,359,4.67,15,11
1252,568,127,5,2,2
1252,20,100,5,3,5
1202,500,1088,4.67,21,17
1252,606,174,5,3,3
1252,527,550,5,6,16
1252,214,189,5,1,0
1230,268,228,5,3,4
1252,92,205,4.83,6,23
1253,182,37,0,0,1
1252,449,112,5,1,2
1252,575,521,5,38,16
1226,279,669,4.67,9,9
1203,621,439,4.6,15,14
1252,604,26,0,0,0
1250,259,1617,0,0,33
1237,556,794,4,2,19
1245,599,257,5,8,10
1250,171,394,4.5,4,20
1231,246,90,0,0,5
1217,329,740,5,5,13
1248,525,526,4.62,16,15
1248,420,466,4.75,16,39
1236,352,276,4.5,8,23
1234,360,386,5,6,12
1251,415,1203,5,10,9
1252,12,996,4.71,14,29
1252,28,171,4.2,5,10
1248,481,813,4.2,5,12
1251,35,170,5,5,5
1245,480,296,4.2,5,14
1155,598,2069,4.47,15,21
1253,30,141,5,1,1
1252,546,213,4.67,3,6
1254,450,120,5,2,8
1252,584,183,0,0,2
1252,67,182,5,3,5
1248,389,317,5,2,9
1255,255,4179,4.76,46,24
1253,544,9830,4.92,143,102
1253,147,473,4.71,14,27
1253,583,240,4.2,5,8
1252,39,126,3,2,1
1249,601,170,5,7,10
1245,547,277,5,4,14
1251,381,868,5,10,20
1253,34,482,4.33,3,9
1253,122,648,4,4,12
1253,324,125,5,3,2
1252,230,1148,0,0,17
1240,532,827,4.8,10,24
1252,263,8047,4.79,78,73
1253,587,171,5,8,10
1253,196,62,5,1,1
1253,429,99,5,5,3
1252,278,48,0,0,0
1253,455,133,5,1,1
1252,43,201,2.33,3,3
1251,463,144,4.2,5,10
1252,593,132,5,2,2
1252,18,15,0,0,0
1252,198,39,0,0,0
1245,236,158,5,2,2
1251,128,288,4,4,6
1230,20,89,3.5,2,6
1252,603,82,5,1,0
1234,605,358,5,2,6
1230,371,166,5,2,0
1231,376,194,3.29,7,2
1252,567,101,3.5,2,1
1251,373,100,5,2,7
1223,115,868,4.75,8,19
1227,163,312,5,4,6
1240,246,323,5,6,8
1253,456,89,5,4,3
1242,390,272,5,8,6
1237,273,135,5,3,2
1245,296,254,4.83,6,4
1252,50,128,3.67,3,7
1225,46,103,5,1,3
1254,521,202,5,4,3
1183,75,23,5,1,1
1233,369,2598,4.68,47,41
1228,344,2294,4.36,25,27
1250,345,100,5,3,10
1251,469,2450,4.94,66,127
1252,552,1863,4.95,42,51
1250,583,1448,4.93,30,50
1252,88,46,5,1,2
1252,82,103,1.8,5,0
1252,604,394,4.94,16,36
1251,460,45,5,1,1
1248,582,1271,5,64,94
1070,209,5099,2.5,8,7
1255,590,15,0,0,0
1255,570,37,0,0,0
1256,118,45,5,1,0
1255,118,4,0,0,0
1254,118,83,5,4,0
1256,118,48,5,1,0
1255,118,12,0,0,0
1254,118,14,0,0,0
1257,118,22,0,0,0
1256,118,10,0,0,0
1256,118,38,3.67,3,0
1256,118,47,5,1,0
1257,118,26,0,0,0
1256,118,7,0,0,0
1255,118,11,0,0,0
1257,118,13,0,0,0
1256,118,39,1,1,0
1255,118,44,1,1,0
968,214,5094,4.23,13,18
1178,225,285,0,0,0
1177,193,659,5,1,1
870,337,3530,4.5,4,3
1086,57,364,0,0,0
502,92,5149,4.17,6,7
1212,345,427,4.5,2,1
936,34,103,0,0,0
1177,172,247,5,1,1
632,348,5522,4.64,14,6
950,200,625,5,2,1
1159,32,273,0,0,0
1147,59,750,1,2,0
1210,21,196,3,1,0
1179,64,86,0,0,1
1177,180,219,0,0,0
901,211,575,0,0,2
906,224,1446,4.75,4,2
1156,396,213,4,1,1
1135,218,99,0,0,0
1139,245,366,3.86,7,15
1167,225,343,4.5,8,5
1175,17,115,4,4,10
1116,142,754,2.5,2,1
1006,49,2416,5,1,4
1161,290,3104,5,6,3
1167,7,183,5,2,1
1199,81,346,4.6,10,10
1083,114,14713,4.64,22,44
1117,52,456,3.14,14,26
1153,103,715,4,16,28
1139,9,140,3,4,5
1174,108,351,4.8,20,20
754,82,28532,3,29,34
1004,125,11290,3.83,12,13
1181,4,1061,2,1,2
888,105,6977,4.23,13,19
761,15,7047,4.29,7,1
786,89,3159,5,4,3
761,11,6306,3,3,1
1183,641,211,5,2,3
755,161,25157,3.97,32,60
921,99,3703,5,6,4
1185,55,473,5,2,0
983,124,518,0,0,0
1198,30,163,0,0,0
761,4,11718,5,2,8
903,50,1710,5,3,9
1178,16,354,0,0,1
764,3,1728,1,1,0
1256,298,543,3.4,5,8
1231,50,6601,4.09,23,45
1258,298,20,0,0,0
1258,451,345,0,0,0
1244,9,23,0,0,0
1198,222,361,1,1,0
1258,1,21,0,0,0
1254,28,17119,4.73,45,38
1250,256,3512,4.8,10,8
1242,188,7038,4.47,19,22
1256,298,31978,4.19,63,74
1242,303,147,0,0,1
1211,311,17183,4.76,38,104
1228,303,559,5,2,1
1065,306,2498,5,4,2
1232,215,1190,4.5,2,1
1256,252,36,0,0,0
1255,208,334,1,1,0
1224,226,668,5,1,0
1236,215,583,0,0,1
1256,296,28439,3.86,7,7
1188,212,2784,5,6,7
1258,298,14,0,0,0
1241,212,378,5,1,1
1257,298,1287,4.67,9,5
1246,259,2023,5,8,11
1188,212,188,0,0,0
870,305,441,3,2,1
1258,214,144,0,0,1
1248,139,672,5,5,4
1257,298,309,4.2,5,4
1235,212,99,3,2,2
1258,298,14,0,0,0
1258,298,37,5,1,0
1257,257,159,0,0,0
1258,298,12,0,0,0
1256,298,755,3,2,2
1249,187,78,0,0,0
1249,180,696,3,2,2
1236,39,155,5,1,0
1195,222,10855,4.3,30,65
1256,298,192,3,2,0
1193,216,2362,5,6,4
1248,116,611,5,2,12
1257,99,26,5,1,0
1252,197,511,2.71,7,7
1257,298,34,3,2,1
1256,298,138,0,0,1
1257,298,25,0,0,0
1257,298,68,0,0,1
1256,298,179,5,1,2
1256,298,371,5,2,1
1257,298,52,0,0,0
1255,248,4116,4.53,32,29
1255,326,2219,4.62,13,13
1255,361,123,4.5,2,1
1249,203,1248,4.5,2,1
1255,245,629,5,10,8
1255,225,155,0,0,0
1254,64,78,0,0,0
1255,185,89,5,2,1
1254,206,273,5,1,1
1254,166,250,5,1,0
1255,228,130,5,1,0
900,486,916,5,5,7
1250,213,68,5,5,2
1103,187,4564,5,24,12
1255,180,2327,4.16,19,18
1256,437,320,4.83,6,19
1198,191,4599,5,32,60
473,80,2777,4,4,1
1257,253,35,5,1,2
1256,251,165,0,0,0
1087,192,3360,5,3,2
1257,250,34,0,0,1
1233,314,306,5,2,0
1233,225,2041,5,3,3
1168,280,9391,4.79,19,6
1058,218,6452,4.96,23,15
1233,244,186,3.67,3,6
1228,264,2027,3.5,10,1
1236,338,500,5,4,2
950,222,16547,4.67,27,13
1195,176,1444,3,2,3
1224,187,443,4,4,0
1144,242,323,5,1,0
1249,138,7335,4.78,9,12
1252,141,43864,3.45,109,176
1132,270,3522,4.14,7,5
1249,91,903,5,8,6
1252,270,3513,3.68,19,12
1210,227,565,4,4,3
1149,205,386,5,1,1
1249,65,4554,4.25,8,2
1249,201,19165,4.1,109,257
1248,204,2808,3.86,21,16
1248,221,1830,4,3,5
1248,139,603,5,4,4
1248,46,97,5,1,0
1248,148,638,0,0,1
1250,301,1156,5,3,0
1248,278,138,5,1,0
1249,261,32,0,0,0
1249,237,57,0,0,0
807,92,8771,4.86,7,6
1245,31,1291,2.33,3,0
1222,109,224,0,0,0
1241,274,1179,4.75,4,2
1219,174,113,0,0,0
1192,181,3385,4.74,19,20
1065,165,1429,5,5,1
1229,250,1101,5,2,1
928,194,12842,4.85,53,33
1190,207,4640,4.64,11,4
1257,254,577,5,1,2
1257,251,102,5,1,4
1258,249,13,5,1,1
1179,208,7422,3.4,5,1
1107,204,40374,4.69,144,109
1213,280,998,5,5,1
1146,33,16425,3.77,13,3
1041,239,53877,4.73,110,84
1175,328,65225,4.28,168,85
1203,171,237,5,1,0
1146,325,6999,3.33,6,0
1149,174,1157,5,4,4
1220,159,224,5,2,0
1210,362,3379,5,9,4
1141,224,7953,4.64,22,6
960,203,70540,4.83,93,55
1191,247,42406,4.54,72,33
1217,187,1490,4.8,5,3
1186,259,923,2.33,3,1
1093,336,13083,4.64,25,14
1014,305,14123,4.72,18,5
1203,277,1011,3,2,2
1216,228,61,0,0,0
1241,131,1743,3.7,10,11
1245,261,3399,4.8,44,14
1008,193,19956,4.8,46,32
1230,108,2945,4.69,122,139
1230,453,1762,4.76,45,41
1230,128,685,4.58,26,27
1232,160,137,4.93,14,23
1229,83,77,5,3,8
1229,303,306,5,10,24
1230,133,4911,4.85,33,31
1233,75,944,4.57,51,47
1228,329,1065,4.9,63,50
1220,263,73,5,5,8
1230,25,637,4.82,34,34
1208,271,9288,4.85,92,110
961,652,61529,3.28,18,6
1230,367,79,5,9,15
1203,153,7234,4.47,70,178
1170,128,9191,4.71,7,5
1245,590,456,5,49,73
1254,109,90,5,1,3
1252,37,50,4.86,7,8
1255,311,330,5,28,43
1255,16,456,4.67,12,11
1224,201,1228,3.74,19,35
1255,161,126,4.93,14,24
1255,114,272,4.38,13,12
824,132,6588,4.37,100,85
1070,187,470,4.41,17,30
1109,277,172,4.9,20,21
1255,72,28,4.5,2,3
1255,201,423,4.72,57,84
1000,74,69,0,0,0
1231,95,110,4.9,10,13
1231,23,121,4.67,3,8
1231,145,130,4.91,11,14
713,458,128,4,4,5
1231,118,174,4.73,11,8
1231,538,88,5,7,6
1233,191,106,4.8,15,26
1230,614,709,4.98,50,47
1237,83,19,0,0,0
1189,144,432,4.95,37,29
1231,190,506,4.9,30,23
1233,95,163,4.88,16,16
1248,182,1048,4.95,155,215
839,96,2303,4.5,8,11
1250,607,893,4.68,109,163
1143,195,1518,4.91,103,112
1242,288,542,4.94,80,105
1243,112,1332,4.99,162,274
1172,102,274,4.95,43,42
1242,144,156,5,1,4
1228,348,93,3.6,5,8
1180,226,86,5,4,3
1044,492,1462,4.27,26,86
1241,455,37,5,1,0
1213,237,129,3,4,2
1248,261,276,4.78,36,50
613,14,526,0,0,2
995,8,4286,5,1,2
996,111,345,5,1,1
1049,28,491,0,0,0
566,267,438,5,4,3
942,220,26,0,0,0
936,32,193,4,1,0
703,203,44722,4.64,56,33
1047,244,4875,5,1,4
0,11,19563,3.67,3,0
622,174,82,5,1,3
779,47,9797,3.56,9,8
789,7,6844,2.9,10,10
909,312,367,0,0,0
1156,126,534,3.5,2,2
1156,203,77,1,1,0
967,69,9621,5,2,1
1156,46,114,0,0,0
1156,64,1238,4.89,36,0
1103,97,1352,4.75,4,2
1157,247,1355,4.85,26,27
1088,478,10886,3.19,16,16
448,91,9564,4.1,31,14
569,320,858,2.67,3,1
1055,218,153,0,0,0
1176,120,426,0,0,0
1156,58,678,0,0,2
739,346,1275,5,4,3
0,195,19148,3.12,41,20
1229,71,561,4.64,11,19
870,54,2068,3,5,7
1231,17,52,0,0,0
1232,13,853,4.5,2,1
1232,82,32,5,2,2
1249,426,49992,4.81,339,273
1232,313,32,0,0,0
1232,90,183,5,1,1
1232,48,65,5,1,1
901,115,2148,4.5,4,0
809,15,32673,3,2,3
1011,227,6157,5,6,6
673,819,2495,4.43,7,3
1011,310,1547,4.67,3,1
682,6,421,5,2,1
731,8,638,2.33,3,3
1048,11,145,3,2,2
562,13,1487,0,0,3
1011,34,15138,2.4,10,37
1037,140,1662,5,1,1
1094,109,863,4.33,6,3
662,310,216992,4.89,359,116
832,211,120244,4.76,95,44
780,266,78650,4.91,153,44
816,312,96122,4.83,221,60
919,298,37687,4.83,35,13
776,162,72347,4.77,35,12
835,209,70825,4.86,150,42
530,151,81180,4.73,104,25
525,205,108191,4.89,205,82
716,283,61183,4.91,95,33
486,329,76687,4.59,90,61
668,316,81681,4.81,103,26
556,335,147470,4.81,248,0
937,546,20676,4.89,37,9
884,254,51922,4.93,95,54
700,246,37379,4.81,57,11
918,300,45534,3.91,23,7
1105,191,4767,4,1,0
492,212,8783,4.74,23,10
765,58,24876,4.81,16,16
636,470,773,5,4,0
770,559,1737,3,1,2
770,30,6005,5,7,2
781,75,608,0,0,4
769,40,21010,5,4,7
767,597,779,5,1,1
1139,397,421,4,1,3
545,164,1106,4.25,8,7
749,368,384,5,1,3
698,496,41758,4.8,30,16
526,63,461,5,1,3
800,25,78,0,0,0
765,21,9095,5,4,3
533,297,343,5,2,0
915,42,1001,5,1,1
942,497,1664,4.17,6,22
621,21,239,0,0,0
755,46,89,0,0,0
985,20,2087,0,0,0
964,408,9147,4.68,25,15
1224,136,19,0,0,1
1241,191,2046,5,18,11
897,202,4232,5,2,1
1084,184,20612,4.92,12,4
621,21,177,0,0,1
1123,505,10131,5,22,4
1217,488,3829,4.75,20,8
1018,390,1672,5,6,7
1251,73,1505,4.6,15,16
1248,209,116,4.67,6,10
892,134,84,5,2,2
1255,65,74,4,4,0
780,91,541,0,0,3
1257,42,237,4.2,10,8
1171,63,86,0,0,0
1207,99,29,0,0,0
755,276,3749,4.56,9,13
812,37,4045,4.92,12,18
608,160,2448,5,12,17
841,147,1277,3.75,4,0
841,184,1080,5,3,0
791,27,1362,3.67,3,21
733,270,3517,3.77,22,7
895,9,2347,4.5,2,3
755,284,7662,4.27,15,24
929,229,1967,4.82,11,19
723,82,1063,4.33,3,35
1220,296,98989,1.88,301,849
914,306,15163,4.94,54,24
923,126,19974,4.9,72,74
712,20,576,3.67,3,3
819,14,739,0,0,1
737,288,19416,3.7,56,39
888,85,7899,3.45,22,30
716,128,154681,4.85,285,141
984,57,1493,2.17,6,5
600,133,39293,4.86,104,49
860,141,5109,2,18,4
712,60,9275,4.12,8,4
1081,444,2175,3.94,18,20
988,122,11718,4.7,20,4
642,349,19965,4.89,63,25
928,48,1599,4.4,5,6
783,63,1247,3,2,2
912,284,1303,0,0,1
562,339,27190,4.7,23,15
798,327,5529,3.5,4,1
931,47,3353,5,2,0
848,24,2973,2.75,4,0
572,235,5650,5,15,9
863,100,1831,0,0,0
1003,191,820,0,0,0
958,54,1066,0,0,1
572,221,4414,4.67,3,6
748,202,5661,0,0,0
924,167,5586,0,0,1
918,156,791,2.33,3,3
752,362,7697,4.17,6,4
878,364,2609,5,1,3
722,17,1007,4,1,0
572,285,2180,3.67,3,1
917,172,1112,0,0,0
1122,138,7256,4.83,6,8
755,175,841,0,0,0
900,25,1269,5,1,0
613,327,5182,5,2,2
718,26,1211,2.33,3,4
800,359,1277,5,3,5
612,228,953,4,5,1
